
 !***TRACE Bacon number     1 on file (47)***


 (1.n)= n (average) component(s) per node
 (2.n)= n (average) component(s) per element
 (3.n)= n component(s) per node per element

 --------------------------------------------------
 | Nodes |           Displ.(X,Y,Z)(1.3)           |
 |  5660 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5661 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5663 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5665 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5666 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5668 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5670 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5671 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5673 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5675 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5676 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5678 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5680 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5681 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5683 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5687 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5689 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5690 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5692 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5694 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5695 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5697 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5699 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5700 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5702 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5704 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5705 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5707 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5709 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5710 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5712 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5714 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5715 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5717 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5719 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5720 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5722 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5724 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5725 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5727 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5729 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5730 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5732 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  5733 | -3.34700E-02 -1.82159E-01 -4.91491E-02 |
 |  5734 | -2.95877E-02 -1.78850E-01 -4.49736E-02 |
 |  5736 | -3.14702E-02 -1.79705E-01 -4.99040E-02 |
 |  5738 | -4.52880E-03 -1.71660E-01 -5.65926E-03 |
 |  5740 | -6.70625E-03 -1.72539E-01 -8.11128E-03 |
 |  5742 | -4.68186E-03 -1.69488E-01 -6.76092E-03 |
 |  5744 | -7.18286E-03 -1.70390E-01 -1.00272E-02 |
 |  5746 | -4.85915E-03 -1.66937E-01 -8.21488E-03 |
 |  5748 | -7.59538E-03 -1.68010E-01 -1.23461E-02 |
 |  5750 | -4.79614E-03 -1.63706E-01 -9.69473E-03 |
 |  5752 | -7.81366E-03 -1.65191E-01 -1.49776E-02 |
 |  5754 | -4.72779E-03 -1.59673E-01 -1.18048E-02 |
 |  5756 | -7.81002E-03 -1.61761E-01 -1.81504E-02 |
 |  5758 | -4.63722E-03 -1.55232E-01 -1.48392E-02 |
 |  5760 | -7.82260E-03 -1.57844E-01 -2.27167E-02 |
 |  5762 | -3.96039E-03 -1.50660E-01 -1.78952E-02 |
 |  5764 | -7.31963E-03 -1.53581E-01 -2.80476E-02 |
 |  5766 | -5.81329E-03 -1.49293E-01 -3.40230E-02 |
 |  5768 | -1.66491E-02 -1.50160E-01 -7.15040E-02 |
 |  5770 | -2.45442E-02 -1.60446E-01 -7.13787E-02 |
 |  5772 | -2.95355E-02 -1.62936E-01 -8.41905E-02 |
 |  5774 | -2.60543E-02 -1.65059E-01 -6.62718E-02 |
 |  5776 | -3.09196E-02 -1.68082E-01 -7.91940E-02 |
 |  5778 | -3.16171E-02 -1.74925E-01 -6.61853E-02 |
 |  5780 | -3.27419E-02 -1.70948E-01 -7.99718E-02 |
 |  5782 | -3.48443E-02 -1.75502E-01 -7.99329E-02 |
 |  5784 | -2.63816E-02 -1.69393E-01 -5.77875E-02 |
 |  5786 | -3.39147E-02 -1.78500E-01 -6.75471E-02 |
 |  5788 | -3.62155E-02 -1.79785E-01 -7.78883E-02 |
 |  5790 | -3.54374E-02 -1.81467E-01 -6.65636E-02 |
 |  5792 | -3.69683E-02 -1.82678E-01 -7.54716E-02 |
 |  5794 | -3.64030E-02 -1.83107E-01 -6.52861E-02 |
 |  5796 | -3.71043E-02 -1.83526E-01 -7.31170E-02 |
 |  5798 | -3.71532E-02 -1.83431E-01 -6.62725E-02 |
 |  5800 | -3.71013E-02 -1.81516E-01 -6.36320E-02 |
 |  5802 | -3.62673E-02 -1.83695E-01 -5.67102E-02 |
 |  5804 | -3.67678E-02 -1.77617E-01 -6.05548E-02 |
 |  5806 | -3.39103E-02 -1.53115E-01 -5.10194E-02 |
 |  5807 |  1.03033E-05  8.32795E-04 -2.00344E-05 |
 |  5808 | -3.06642E-02 -1.30878E-01 -4.60517E-02 |
 |  5809 |  8.69156E-06  9.59410E-04 -1.68679E-05 |
 |  5810 | -2.89372E-02 -1.19919E-01 -4.39466E-02 |
 |  5811 |  6.58143E-06  1.05494E-03 -1.34699E-05 |
 |  5812 | -2.70929E-02 -1.08521E-01 -4.19198E-02 |
 |  5813 |  4.47130E-06  1.15047E-03 -1.00718E-05 |
 |  5814 | -2.02165E-02 -6.84072E-02 -3.57468E-02 |
 |  5815 |  4.45001E-06  1.13576E-03 -7.28529E-06 |
 |  5816 | -1.56795E-02 -4.39711E-02 -3.16236E-02 |
 |  5817 |  4.42872E-06  1.12105E-03 -4.49879E-06 |
 |  5818 | -1.37657E-02 -3.40212E-02 -2.95768E-02 |
 |  5819 |  2.28325E-06  9.31081E-04 -2.80758E-06 |
 |  5820 | -1.19680E-02 -2.49141E-02 -2.74477E-02 |
 |  5821 |  1.37769E-07  7.41109E-04 -1.11638E-06 |
 |  5822 | -8.63649E-03 -8.26678E-03 -2.21085E-02 |
 |  5823 |  6.88843E-08  3.70554E-04 -5.58188E-07 |
 |  5824 | -9.70242E-03 -5.39903E-03 -1.90502E-02 |
 |  5826 | -7.21710E-03 -3.68928E-03 -1.99604E-02 |
 |  5828 | -7.96589E-03 -2.07686E-03 -1.73823E-02 |
 |  5830 | -6.44374E-03 -9.01063E-04 -1.73499E-02 |
 |  5832 | -6.89532E-03 -1.27548E-04 -1.50472E-02 |
 |  5834 | -5.76036E-03  5.97249E-04 -1.45697E-02 |
 |  5836 | -5.88942E-03  8.40189E-04 -1.22780E-02 |
 |  5838 | -4.97484E-03  1.21536E-03 -1.15794E-02 |
 |  5840 | -4.73691E-03  1.18165E-03 -9.59276E-03 |
 |  5842 | -4.00077E-03  1.37923E-03 -8.95487E-03 |
 |  5844 | -3.58078E-03  1.19215E-03 -7.18866E-03 |
 |  5846 | -3.04871E-03  1.27794E-03 -6.34971E-03 |
 |  5848 | -2.53210E-03  1.01009E-03 -4.74234E-03 |
 |  5850 | -2.03218E-03  1.02985E-03 -3.81940E-03 |
 |  5852 | -1.48732E-03  7.03126E-04 -2.37741E-03 |
 |  5854 | -4.98589E-04  1.70824E-04 -4.42117E-04 |
 |  5856 | -9.81461E-04  4.32033E-04 -1.05835E-03 |
 |  5858 | -5.22941E-04  7.42051E-05 -3.27767E-04 |
 |  5860 | -1.02153E-03  2.45029E-04 -7.69884E-04 |
 |  5862 | -5.34737E-04 -4.02470E-05 -2.49441E-04 |
 |  5864 | -1.05768E-03  3.39581E-05 -5.77208E-04 |
 |  5866 | -5.06203E-04 -1.62451E-04 -1.81941E-04 |
 |  5868 | -1.04094E-03 -2.02698E-04 -4.31382E-04 |
 |  5870 | -3.90821E-04 -2.47833E-04 -1.03316E-04 |
 |  5872 | -8.97024E-04 -4.10284E-04 -2.85258E-04 |
 |  5874 | -2.77027E-04 -2.94425E-04 -5.75185E-05 |
 |  5876 | -6.67849E-04 -5.42258E-04 -1.60835E-04 |
 |  5878 | -1.79311E-04 -3.20208E-04 -3.22276E-05 |
 |  5880 | -4.56338E-04 -6.14633E-04 -8.97462E-05 |
 |  5882 | -2.72176E-04 -6.63089E-04 -4.82399E-05 |
 |  5884 | -7.35123E-03  4.76497E-04 -1.11074E-02 |
 |  5886 | -7.17479E-03  4.19738E-04 -1.29876E-02 |
 |  5888 | -6.06586E-03  8.96948E-04 -1.03978E-02 |
 |  5890 | -6.31523E-03  6.67323E-04 -8.97903E-03 |
 |  5892 | -5.30607E-03  1.03319E-03 -9.67696E-03 |
 |  5894 | -5.55544E-03  8.03569E-04 -8.25822E-03 |
 |  5896 | -4.79014E-03  9.39229E-04 -7.80771E-03 |
 |  5898 | -4.22098E-03  1.08769E-03 -7.72351E-03 |
 |  5900 | -7.32237E-03  4.52541E-04 -9.43556E-03 |
 |  5902 | -6.19320E-03  4.30913E-04 -7.48640E-03 |
 |  5904 | -3.17078E-02 -1.77478E-01 -5.91838E-02 |
 |  5906 | -3.36771E-02 -1.80728E-01 -5.82674E-02 |
 |  5908 | -2.86832E-02 -1.76516E-01 -4.87039E-02 |
 |  5910 | -2.64334E-02 -1.76206E-01 -4.12218E-02 |
 |  5912 | -1.35500E-02 -1.51417E-01 -5.86961E-02 |
 |  5914 | -1.04855E-02 -1.52215E-01 -4.25755E-02 |
 |  5916 | -1.80127E-02 -1.53525E-01 -6.61220E-02 |
 |  5918 | -1.48289E-02 -1.55526E-01 -5.06730E-02 |
 |  5920 | -1.16630E-02 -1.56892E-01 -3.61450E-02 |
 |  5922 | -1.95247E-02 -1.58067E-01 -6.00215E-02 |
 |  5924 | -1.96879E-02 -1.68198E-01 -3.90135E-02 |
 |  5926 | -1.82665E-02 -1.69957E-01 -3.22909E-02 |
 |  5928 | -1.06734E-02 -1.64069E-01 -2.27344E-02 |
 |  5930 | -1.07830E-02 -1.67018E-01 -1.95952E-02 |
 |  5932 | -1.08307E-02 -1.60449E-01 -2.78065E-02 |
 |  5934 | -1.36941E-02 -1.62758E-01 -3.23905E-02 |
 |  5936 | -1.85426E-02 -1.64102E-01 -4.38574E-02 |
 |  5938 | -1.20427E-02 -1.70565E-01 -1.79004E-02 |
 |  5940 | -1.61713E-02 -1.71000E-01 -2.52897E-02 |
 |  5942 | -1.41305E-02 -1.71958E-01 -2.00694E-02 |
 |  5944 | -2.11174E-02 -1.71705E-01 -3.58963E-02 |
 |  5946 | -1.90222E-02 -1.72748E-01 -2.88951E-02 |
 |  5948 | -1.13461E-02 -1.72711E-01 -1.44980E-02 |
 |  5950 | -1.63222E-02 -1.73357E-01 -2.19739E-02 |
 |  5952 | -2.14821E-02 -1.74528E-01 -3.08619E-02 |
 |  5954 | -9.83673E-03 -1.69366E-01 -1.53213E-02 |
 |  5956 | -9.38882E-03 -1.71589E-01 -1.26063E-02 |
 |  5958 | -2.19540E-02 -1.62349E-01 -5.86177E-02 |
 |  5960 | -2.26429E-02 -1.66812E-01 -5.15115E-02 |
 |  5962 | -2.34266E-02 -1.70778E-01 -4.52895E-02 |
 |  5964 | -2.42651E-02 -1.74032E-01 -4.03651E-02 |
 |  5966 | -9.54920E-03 -3.01271E-03 -1.70621E-02 |
 |  5968 | -8.33872E-03 -8.21230E-04 -1.51583E-02 |
 |  5970 | -3.52303E-02 -1.82898E-01 -5.74454E-02 |
 |  5972 | -2.64315E-03 -1.09203E-03 -1.71403E-03 |
 |  5974 | -3.36216E-03 -9.87286E-04 -2.28159E-03 |
 |  5976 | -2.78796E-03 -1.04237E-03 -1.78543E-03 |
 |  5978 | -3.65562E-03 -7.93085E-04 -2.60794E-03 |
 |  5980 | -3.08193E-03 -8.97330E-04 -2.04238E-03 |
 |  5982 | -2.32077E-03 -1.05517E-03 -1.37537E-03 |
 |  5984 | -2.61473E-03 -9.10125E-04 -1.63232E-03 |
 |  5986 | -1.87107E-03 -9.16110E-04 -9.67168E-04 |
 |  5988 | -1.93390E-03 -6.89285E-04 -1.05927E-03 |
 |  5990 | -8.20429E-04 -7.67020E-04 -2.62887E-04 |
 |  5992 | -1.33400E-03 -8.82658E-04 -5.65591E-04 |
 |  5994 | -1.18142E-03 -6.57896E-04 -4.63539E-04 |
 |  5996 | -1.64950E-03 -4.41672E-04 -8.80985E-04 |
 |  5998 | -1.30278E-03 -1.03418E-03 -5.86092E-04 |
 |  6000 | -1.83984E-03 -1.06764E-03 -9.87669E-04 |
 |  6002 | -1.93149E-03 -1.13671E-03 -1.22231E-03 |
 |  6004 | -2.15237E-03 -1.13283E-03 -1.30804E-03 |
 |  6006 | -1.34598E-03 -1.11941E-03 -8.61190E-04 |
 |  6008 | -1.53871E-03 -1.16942E-03 -9.08721E-04 |
 |  6009 |  3.53406E-04  1.45107E-01 -6.37287E-03 |
 |  6010 | -1.00901E-03 -1.14906E-03 -6.05003E-04 |
 |  6011 |  5.76361E-04  1.45790E-01 -6.09055E-03 |
 |  6012 | -5.52349E-04 -1.12367E-03 -3.39608E-04 |
 |  6013 |  8.67852E-04  1.47894E-01 -5.63089E-03 |
 |  6014 | -5.32716E-04 -8.25711E-04 -1.53306E-04 |
 |  6015 |  1.15934E-03  1.49998E-01 -5.17123E-03 |
 |  6016 | -8.96807E-04 -9.78097E-04 -3.26446E-04 |
 |  6017 |  1.30059E-03  1.52335E-01 -4.75776E-03 |
 |  6018 | -5.42411E-04 -1.03410E-03 -1.85382E-04 |
 |  6019 |  1.44185E-03  1.54671E-01 -4.34430E-03 |
 |  6020 | -8.61633E-04 -1.09053E-03 -3.62941E-04 |
 |  6021 |  1.55709E-03  1.57073E-01 -4.00973E-03 |
 |  6022 | -1.26760E-03 -1.14662E-03 -6.22587E-04 |
 |  6023 |  1.67234E-03  1.59474E-01 -3.67516E-03 |
 |  6024 | -8.10915E-04 -1.17424E-03 -3.86871E-04 |
 |  6025 |  1.74099E-03  1.61627E-01 -3.42328E-03 |
 |  6026 | -1.13487E-03 -1.17074E-03 -6.10970E-04 |
 |  6027 |  1.80963E-03  1.63780E-01 -3.17141E-03 |
 |  6028 | -1.67144E-03 -1.14530E-03 -9.20338E-04 |
 |  6029 |  1.86876E-03  1.65462E-01 -2.99288E-03 |
 |  6030 | -6.85051E-04 -1.15255E-03 -3.80904E-04 |
 |  6031 |  1.92789E-03  1.67143E-01 -2.81436E-03 |
 |  6032 | -3.77756E-03  8.67852E-04 -6.00371E-03 |
 |  6033 |  1.97366E-03  1.68426E-01 -2.68061E-03 |
 |  6034 | -3.13736E-03  9.72317E-04 -5.46886E-03 |
 |  6035 |  2.01944E-03  1.69709E-01 -2.54686E-03 |
 |  6036 | -5.30358E-03  5.94768E-04 -6.97883E-03 |
 |  6037 |  2.05433E-03  1.70772E-01 -2.43729E-03 |
 |  6038 | -4.53828E-03  7.30428E-04 -6.52832E-03 |
 |  6039 |  2.08922E-03  1.71834E-01 -2.32773E-03 |
 |  6040 | -4.09868E-03  4.74494E-04 -5.05831E-03 |
 |  6041 |  2.10624E-03  1.72774E-01 -2.23057E-03 |
 |  6042 | -3.33797E-03  6.11919E-04 -4.53370E-03 |
 |  6043 |  2.12326E-03  1.73715E-01 -2.13342E-03 |
 |  6044 | -5.81509E-03  9.84068E-05 -6.03162E-03 |
 |  6045 |  2.15482E-03  1.74654E-01 -2.04060E-03 |
 |  6046 | -4.92547E-03  2.62262E-04 -5.52405E-03 |
 |  6048 | -4.34878E-03 -2.86807E-05 -4.16783E-03 |
 |  6050 | -3.52199E-03  1.83551E-04 -3.70209E-03 |
 |  6052 | -4.03622E-03 -4.69261E-04 -3.23097E-03 |
 |  6054 | -2.95092E-03 -7.92920E-05 -2.53166E-03 |
 |  6056 | -2.83709E-03  3.47880E-04 -3.14933E-03 |
 |  6058 | -2.26602E-03  8.50365E-05 -1.97889E-03 |
 |  6060 | -3.50018E-03 -2.75532E-04 -2.94923E-03 |
 |  6062 | -2.30049E-03 -3.34290E-04 -1.57462E-03 |
 |  6064 | -1.69193E-03 -9.53158E-05 -1.12501E-03 |
 |  6066 | -1.63177E-03  2.14310E-04 -1.43109E-03 |
 |  6068 | -2.65290E-03  7.07154E-04 -3.88805E-03 |
 |  6070 | -2.15203E-03  4.43115E-04 -2.50367E-03 |
 |  6072 | -1.54179E-03  4.73834E-04 -1.84247E-03 |
 |  6074 | -2.04765E-03  7.44927E-04 -3.16152E-03 |
 |  6076 |  7.88524E-03  2.20790E-04  8.83416E-03 |
 |  6078 |  6.76523E-03  6.73447E-04  1.00159E-02 |
 |  6080 |  5.36503E-03  1.11103E-03  1.07640E-02 |
 |  6082 |  2.69140E-02 -1.77856E-01  3.80121E-02 |
 |  6084 |  3.00595E-02 -1.78525E-01  4.83978E-02 |
 |  6086 |  1.55565E-02 -1.72974E-01  2.17306E-02 |
 |  6088 |  1.52562E-02 -1.69436E-01  2.65747E-02 |
 |  6090 |  1.53249E-02 -1.65777E-01  3.27650E-02 |
 |  6092 |  1.57420E-02 -1.53482E-01  6.03119E-02 |
 |  6094 |  1.42940E-02 -1.49679E-01  6.76045E-02 |
 |  6096 |  9.54519E-03 -1.64656E-01  2.04000E-02 |
 |  6098 |  3.81092E-03 -1.63763E-01  8.59826E-03 |
 |  6100 |  2.21087E-03 -1.69945E-01  3.60169E-03 |
 |  6102 |  3.25155E-03 -1.67293E-01  6.04926E-03 |
 |  6104 |  8.85990E-03 -1.68727E-01  1.48799E-02 |
 |  6106 |  5.93176E-03 -1.70380E-01  8.84689E-03 |
 |  6108 |  4.05960E-03 -1.55229E-01  1.49039E-02 |
 |  6110 |  1.00614E-02 -1.56561E-01  3.33288E-02 |
 |  6112 |  8.94861E-03 -1.51994E-01  3.98167E-02 |
 |  6114 |  3.63750E-03 -1.50553E-01  1.91015E-02 |
 |  6116 |  4.06189E-03 -1.59680E-01  1.14641E-02 |
 |  6118 |  9.92706E-03 -1.60714E-01  2.62950E-02 |
 |  6120 |  2.95350E-02 -1.68215E-01  7.26749E-02 |
 |  6122 |  2.72438E-02 -1.63482E-01  7.44688E-02 |
 |  6124 |  2.27161E-02 -1.54030E-01  8.12067E-02 |
 |  6126 |  2.09138E-02 -1.50410E-01  8.31519E-02 |
 |  6128 |  2.47213E-02 -1.58598E-01  7.67892E-02 |
 |  6130 |  2.12023E-02 -1.74108E-01  3.16814E-02 |
 |  6132 |  2.07347E-02 -1.70509E-01  3.81532E-02 |
 |  6134 |  2.57786E-02 -1.71560E-01  5.13402E-02 |
 |  6136 |  2.66700E-02 -1.75098E-01  4.53153E-02 |
 |  6138 |  8.54863E-03 -3.35156E-03  1.84372E-02 |
 |  6140 |  1.05463E-02 -2.70677E-03  1.56470E-02 |
 |  6142 |  7.93979E-03  2.65808E-04  1.21777E-02 |
 |  6144 |  9.29957E-03 -8.35068E-04  1.39912E-02 |
 |  6146 |  7.37587E-03 -8.33669E-04  1.62958E-02 |
 |  6148 |  6.40806E-03  5.56507E-04  1.37763E-02 |
 |  6150 |  3.41587E-02 -1.83210E-01  4.76139E-02 |
 |  6152 |  3.59292E-02 -1.82733E-01  6.46165E-02 |
 |  6154 |  3.15612E-02 -1.81001E-01  4.55968E-02 |
 |  6156 |  3.43350E-02 -1.80214E-01  6.45135E-02 |
 |  6158 |  1.76774E-02 -3.34409E-02  2.52167E-02 |
 |  6160 |  1.24908E-02 -1.35316E-02  2.16746E-02 |
 |  6162 |  1.08516E-02 -7.49147E-03  1.96211E-02 |
 |  6164 |  1.17905E-02 -4.94760E-03  1.66777E-02 |
 |  6166 |  3.36833E-02 -1.19157E-01  3.25595E-02 |
 |  6168 |  2.31161E-02 -5.78175E-02  2.76545E-02 |
 |  6170 |  2.95340E-02 -9.21952E-02  3.02408E-02 |
 |  6172 |  2.79954E-02 -8.32959E-02  2.95896E-02 |
 |  6174 |  3.76256E-02 -1.81467E-01  4.90791E-02 |
 |  6176 |  3.57338E-02 -1.83973E-01  4.81725E-02 |
 |  6178 |  3.68502E-02 -1.83497E-01  5.07908E-02 |
 |  6180 |  3.67214E-02 -1.83661E-01  6.40076E-02 |
 |  6182 |  3.67355E-02 -1.44176E-01  3.58126E-02 |
 |  6184 |  3.82956E-02 -1.69507E-01  4.22440E-02 |
 |  6186 |  3.82325E-02 -1.63955E-01  4.03103E-02 |
 |  6188 |  7.81090E-04 -4.93843E-04  2.05336E-04 |
 |  6190 |  1.58216E-03 -8.16961E-04  7.17158E-04 |
 |  6192 |  3.10067E-03 -9.85979E-04  2.02820E-03 |
 |  6194 |  3.63582E-03 -9.89671E-04  2.52166E-03 |
 |  6196 |  1.86495E-04 -6.85084E-04  3.13387E-05 |
 |  6198 |  3.85864E-04 -1.05455E-03  1.27834E-04 |
 |  6200 |  5.95415E-04 -9.85974E-04  4.20440E-04 |
 |  6202 |  2.92326E-04 -9.65316E-04  2.03982E-04 |
 |  6204 |  2.82477E-04 -1.11432E-03  1.64008E-04 |
 |  6206 |  3.30604E-04 -1.16590E-03  1.70082E-04 |
 |  6208 |  3.59975E-04 -6.37834E-04  6.36877E-05 |
 |  6210 |  7.13078E-04 -1.00747E-03  2.40853E-04 |
 |  6212 |  1.03610E-03 -1.16732E-03  4.85488E-04 |
 |  6214 |  1.28531E-03 -1.17955E-03  7.38041E-04 |
 |  6216 |  1.44906E-03 -1.07866E-03  9.73461E-04 |
 |  6218 |  9.73878E-04 -1.02984E-03  6.70373E-04 |
 |  6220 |  2.05033E-03 -1.11154E-03  1.35775E-03 |
 |  6222 |  2.81450E-03 -1.08872E-03  1.88393E-03 |
 |  6224 |  5.54179E-04 -5.86592E-04  1.14004E-04 |
 |  6226 |  1.83930E-03 -1.16906E-03  1.07524E-03 |
 |  6228 |  2.48928E-03 -1.09800E-03  1.53166E-03 |
 |  6230 |  1.08989E-03 -9.41002E-04  4.08293E-04 |
 |  6232 |  2.16539E-03 -1.00910E-03  1.20972E-03 |
 |  6234 |  1.52891E-03 -1.11988E-03  7.58987E-04 |
 |  6236 |  4.24750E-03 -7.78873E-04  3.15790E-03 |
 |  6238 |  4.74100E-03  5.32252E-04  6.01887E-03 |
 |  6240 |  4.33450E-03  9.25998E-04  7.02719E-03 |
 |  6242 |  4.10334E-03  1.24595E-03  8.41088E-03 |
 |  6244 |  6.52348E-03  2.02484E-04  7.03052E-03 |
 |  6246 |  5.86723E-03  6.53276E-04  7.92555E-03 |
 |  6248 |  5.24368E-03  9.48335E-04  8.57710E-03 |
 |  6250 |  1.06895E-03 -7.97955E-05  4.97644E-04 |
 |  6252 |  2.31379E-03 -1.09209E-04  1.74784E-03 |
 |  6254 |  3.58749E-03 -4.80583E-05  3.30737E-03 |
 |  6256 |  1.01190E-03 -3.23902E-04  3.62440E-04 |
 |  6258 |  1.04544E-03  1.48885E-04  6.54572E-04 |
 |  6260 |  2.21685E-03  2.80733E-04  2.20403E-03 |
 |  6262 |  3.45596E-03  4.15537E-04  4.08794E-03 |
 |  6264 |  3.21801E-03  8.07992E-04  4.97206E-03 |
 |  6266 |  3.05287E-03  1.13568E-03  5.95969E-03 |
 |  6268 |  2.08527E-03  6.06302E-04  2.79871E-03 |
 |  6270 |  2.00712E-03  8.83868E-04  3.52100E-03 |
 |  6272 |  9.96535E-04  3.42032E-04  8.83503E-04 |
 |  6274 |  9.64843E-04  5.22618E-04  1.23200E-03 |
 |  6276 |  2.83615E-02 -1.79742E-01  3.72258E-02 |
 |  6278 |  1.36141E-02 -1.82756E-02  2.28130E-02 |
 |  6280 |  1.55486E-02 -2.52338E-02  2.40576E-02 |
 |  6282 |  1.98095E-02 -4.23219E-02  2.62385E-02 |
 |  6284 |  2.17854E-02 -5.11741E-02  2.70836E-02 |
 |  6286 |  2.49879E-02 -6.70432E-02  2.83861E-02 |
 |  6288 |  2.67787E-02 -7.64595E-02  2.90873E-02 |
 |  6290 |  3.06884E-02 -9.91320E-02  3.07784E-02 |
 |  6292 |  3.22111E-02 -1.08893E-01  3.15885E-02 |
 |  6294 |  3.49791E-02 -1.29145E-01  3.36664E-02 |
 |  6296 |  3.59990E-02 -1.38080E-01  3.48541E-02 |
 |  6298 |  3.74102E-02 -1.52068E-01  3.72700E-02 |
 |  6300 |  3.78625E-02 -1.59265E-01  3.89580E-02 |
 |  6302 |  3.84562E-02 -1.73330E-01  4.39033E-02 |
 |  6304 |  3.81679E-02 -1.77873E-01  4.63998E-02 |
 |  6306 |  3.17824E-02 -1.76450E-01  6.27796E-02 |
 |  6308 |  3.11745E-02 -1.72751E-01  6.88422E-02 |
 |  6310 |  6.46447E-03 -1.47796E-01  4.60848E-02 |
 |  6312 |  2.69685E-03 -1.46372E-01  2.67839E-02 |
 |  6314 |  1.55221E-03 -1.72663E-01  2.21030E-03 |
 |  6316 |  6.46974E-03 -1.72729E-01  8.35216E-03 |
 |  6318 |  9.97861E-03 -1.72379E-01  1.33329E-02 |
 |  6320 |  9.19841E-03 -9.15279E-05  1.05567E-02 |
 |  6322 |  7.00911E-03 -2.08322E-04  6.34471E-03 |
 |  6324 |  2.10421E-02 -1.63822E-01  5.31252E-02 |
 |  6326 |  1.59548E-02 -1.62282E-01  4.08331E-02 |
 |  6328 |  1.74585E-02 -1.58904E-01  5.25264E-02 |
 |  6330 |  2.42264E-02 -1.67638E-01  5.50559E-02 |
 |  6332 |  2.03392E-02 -1.66947E-01  4.44704E-02 |
 |  6334 |  6.40082E-04 -1.17841E-03  3.02011E-04 |
 |  6336 |  5.02581E-04 -1.12039E-03  3.00861E-04 |
 |  6338 |  8.42466E-04 -1.15447E-03  4.89241E-04 |
 |  6340 |  5.11218E-03 -1.01206E-05  5.01661E-03 |
 |  6342 |  4.66255E-03 -4.36588E-04  3.86881E-03 |
 |  6344 |  5.72422E-03 -3.77509E-04  4.91187E-03 |
 |  6346 |  3.07108E-03 -8.06686E-04  2.04556E-03 |
 |  6348 |  3.41392E-03 -5.01574E-04  2.58116E-03 |
 |  6350 |  2.28634E-03 -5.56493E-04  1.39416E-03 |
 |  6352 |  4.58066E-03 -1.47084E-01  3.64343E-02 |
 |  6354 |  3.17790E-03 -1.46152E-01  4.66299E-02 |
 |  6356 |  1.29409E-03 -1.45439E-01  3.69794E-02 |
 |  6358 |  8.22418E-03 -1.72554E-01  1.08425E-02 |
 |  6360 |  7.47807E-03 -1.74188E-01  8.66682E-03 |
 |  6362 |  9.23250E-03 -1.74013E-01  1.11572E-02 |
 |  6364 | -2.55896E-04 -1.72240E-01 -3.78768E-05 |
 |  6366 | -2.72496E-04 -1.73181E-01  5.73148E-05 |
 |  6368 |  1.30525E-02 -1.59036E-02  2.22438E-02 |
 |  6370 |  9.85380E-03 -1.47920E-02  2.46726E-02 |
 |  6372 |  1.04155E-02 -1.71640E-02  2.52417E-02 |
 |  6374 |  2.24508E-02 -5.44958E-02  2.73691E-02 |
 |  6376 |  1.76125E-02 -5.44113E-02  3.35316E-02 |
